ID,Source,Title,ObjectName,Medium,Period,Classification,ImageURL
CLE_94656,Cleveland Museum of Art,Ripple-Flaked Knife,Implements,flint,4000–3000 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.30/1915.30_web.jpg
CLE_94685,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.1/1915.34.1_web.jpg
CLE_94701,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.24/1915.34.24_web.jpg
CLE_94729,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.5/1915.34.5_web.jpg
CLE_94733,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.53/1915.34.53_web.jpg
CLE_94735,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.55/1915.34.55_web.jpg
CLE_94748,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.67/1915.34.67_web.jpg
CLE_94753,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.71/1915.34.71_web.jpg
CLE_102384,Cleveland Museum of Art,Stele of Djedasetiufankh,Funerary Equipment,painted wood,945–715 BCE,Reliefs,https://openaccess-cdn.clevelandart.org/1921.1028/1921.1028_web.jpg
CLE_169980,Cleveland Museum of Art,"Egypt and Nubia, Volume II: Hermont, Ancient Hermonthis",Print,color lithograph,1848,Unclassified,https://openaccess-cdn.clevelandart.org/2012.213/2012.213_web.jpg
CLE_94642,Cleveland Museum of Art,Scarab,Scarabs,turquoise-glazed steatite,1648–1540 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1915.20/1915.20_web.jpg
CLE_94025,Cleveland Museum of Art,Shawabty of Padiamen,Funerary Equipment,painted terracotta,1025–975 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.595/1914.595_web.jpg
CLE_94689,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.13/1915.34.13_web.jpg
CLE_94691,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.15/1915.34.15_web.jpg
CLE_94714,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.36/1915.34.36_web.jpg
CLE_94724,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.45/1915.34.45_web.jpg
CLE_94725,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.46/1915.34.46_web.jpg
CLE_94731,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.51/1915.34.51_web.jpg
CLE_130815,Cleveland Museum of Art,"Egypt and Nubia:  Volume I - No. 12, Hadjar Silsilis",Print,color lithograph,1838,Pottery,https://openaccess-cdn.clevelandart.org/1953.520/1953.520_web.jpg
CLE_120500,Cleveland Museum of Art,Faience Mold,Ceramic,terracotta,545–332 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1941.325/1941.325_web.jpg
CLE_94723,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.44/1915.34.44_web.jpg
CLE_94727,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.48/1915.34.48_web.jpg
CLE_94739,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.59/1915.34.59_web.jpg
CLE_94766,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.83/1915.34.83_web.jpg
CLE_153279,Cleveland Museum of Art,Fragment of a Band,Textile,"compound tabby, double cloth, and bands of extended tabby; silk and gold filé",1300–1350,Jewellery,https://openaccess-cdn.clevelandart.org/1986.240/1986.240_web.jpg
CLE_94006,Cleveland Museum of Art,Statue Base Dedicated to Amen-Ra,Sculpture,"bronze, hollow cast",664–525 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.578/1914.578_web.jpg
CLE_94147,Cleveland Museum of Art,Son of Horus: Hapy,Funerary Equipment,wax with dark amber varnish,1000–900 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1914.690/1914.690_web.jpg
CLE_94150,Cleveland Museum of Art,Son of Horus: Imsety,Funerary Equipment,wax with dark amber varnish,1000–900 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1914.693/1914.693_web.jpg
CLE_94365,Cleveland Museum of Art,Amenhotep II Scarab,Scarabs,"steatite, traces of turquoise glaze",1550–1077 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.745/1914.745_web.jpg
CLE_156633,Cleveland Museum of Art,Sphinxes with a Human Head and with a Ram Head at Point Y. Karnak (Thebes),Photograph,salted paper print from calotype negative,1851–52,Statuary,https://openaccess-cdn.clevelandart.org/1992.331/1992.331_web.jpg
CLE_94395,Cleveland Museum of Art,Son of Horus Amulet,Amulets,bright turquoise faience,664–525 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.767.2/1914.767.2_web.jpg
CLE_445054,Cleveland Museum of Art,"The Pyramid of Cestius, Rome",Drawing,Pen and brown ink with red chalk on brown prepared paper,c. 1650–80,Unclassified,https://openaccess-cdn.clevelandart.org/2021.144/2021.144_web.jpg
CLE_159150,Cleveland Museum of Art,View of Luxor,Photograph,salted paper print from waxed paper negative,1854,Unclassified,https://openaccess-cdn.clevelandart.org/1995.34/1995.34_web.jpg
CLE_94022,Cleveland Museum of Art,Shawabty of Takai,Funerary Equipment,"limestone, originally painted",c. 1350–1250 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.592/1914.592_web.jpg
CLE_94033,Cleveland Museum of Art,Statuette of Osiris,Funerary Equipment,painted terracotta,1295–1069 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.601/1914.601_web.jpg
CLE_94039,Cleveland Museum of Art,Seated Model Sailor,Funerary Equipment,painted sycamore fig,c. 2000–1000 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1914.604.c/1914.604.c_web.jpg
CLE_94041,Cleveland Museum of Art,Seated Model Sailor,Funerary Equipment,painted sycamore fig,c. 2000–1000 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1914.604.e/1914.604.e_web.jpg
CLE_94042,Cleveland Museum of Art,Seated Model Sailor,Funerary Equipment,painted sycamore fig,c. 2000–1000 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1914.604.f/1914.604.f_web.jpg
CLE_94131,Cleveland Museum of Art,Mirror with Falcons,Cosmetic Objects,"mirror of copper, handle of tin-bronze",1540–1296 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.675.b/1914.675.b_web.jpg
CLE_94175,Cleveland Museum of Art,Food Model Amulet: Haunch of Beef,Amulets,turquoise faience,1295–1069 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.706.3/1914.706.3_web.jpg
CLE_94415,Cleveland Museum of Art,Wallet Bead,Jewelry,gold,1540–1296 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.783.d/1914.783.d_web.jpg
CLE_94422,Cleveland Museum of Art,Recumbent Lion Bead,Amulets,silver foil over a clay-bulked resin core (?),1980–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.788/1914.788_web.jpg
CLE_113175,Cleveland Museum of Art,Stele of Hetpet,Sculpture,limestone,1980–1801 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1932.190/1932.190_web.jpg
CLE_94690,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.14/1915.34.14_web.jpg
CLE_94694,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.18/1915.34.18_web.jpg
CLE_94705,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.28/1915.34.28_web.jpg
CLE_94717,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.39/1915.34.39_web.jpg
CLE_94719,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.40/1915.34.40_web.jpg
CLE_94746,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.65/1915.34.65_web.jpg
CLE_94750,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.69/1915.34.69_web.jpg
CLE_94756,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.74/1915.34.74_web.jpg
CLE_94767,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.84/1915.34.84_web.jpg
CLE_101372,Cleveland Museum of Art,Storage Jar,Vessels,marl clay ware,3100–2950 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1920.1985/1920.1985_web.jpg
CLE_94016,Cleveland Museum of Art,Shawabty of Meritamen,Funerary Equipment,turquoise faience with dark purple decoration,1000–956 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.587/1914.587_web.jpg
CLE_94482,Cleveland Museum of Art,Shawabty of Shedsuhor,Funerary Equipment,turquoise faience with dark purle decoration,1000–956 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.801/1914.801_web.jpg
CLE_94693,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.17/1915.34.17_web.jpg
CLE_94695,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.19/1915.34.19_web.jpg
CLE_94698,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.21/1915.34.21_web.jpg
CLE_94709,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.31/1915.34.31_web.jpg
CLE_94710,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.32/1915.34.32_web.jpg
CLE_94711,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.33/1915.34.33_web.jpg
CLE_94715,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.37/1915.34.37_web.jpg
CLE_94721,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.42/1915.34.42_web.jpg
CLE_94737,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.57/1915.34.57_web.jpg
CLE_94742,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.61/1915.34.61_web.jpg
CLE_94771,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.88/1915.34.88_web.jpg
CLE_143312,Cleveland Museum of Art,Punch-Marked Coin,Coins,silver,400–300 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1967.243.a/1967.243.a_web.jpg
CLE_93994,Cleveland Museum of Art,Sleeping Duck Amulet,Amulets,feldspar,1540–1295 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.569/1914.569_web.jpg
CLE_94398,Cleveland Museum of Art,Scarab,Scarabs,steatite,1900–1914,Jewellery,https://openaccess-cdn.clevelandart.org/1914.770/1914.770_web.jpg
CLE_94013,Cleveland Museum of Art,Shawabty of Tanetosorkon,Funerary Equipment,turquoise faience with purple decoration,1000–956 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.584/1914.584_web.jpg
CLE_94382,Cleveland Museum of Art,Eye of Horus Amulet,Amulets,turquoise faience,945–715 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.760/1914.760_web.jpg
CLE_94396,Cleveland Museum of Art,Son of Horus Amulet,Amulets,bright turquoise faience,664–525 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.767.3/1914.767.3_web.jpg
CLE_94343,Cleveland Museum of Art,Oracular Amuletic Decree,Funerary Equipment,papyrus,1069–715 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.723/1914.723_web.jpg
CLE_94393,Cleveland Museum of Art,Son of Horus Amulets,Amulets,bright turquoise faience,664–525 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.767/1914.767_web.jpg
CLE_94394,Cleveland Museum of Art,Son of Horus Amulet,Amulets,bright turquoise faience,664–525 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.767.1/1914.767.1_web.jpg
CLE_94071,Cleveland Museum of Art,Tall Jar with Rope Patterns,Vessels,travertine,2647–2454 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.624/1914.624_web.jpg
CLE_127915,Cleveland Museum of Art,Fragment with tripartite band,Textile,Silk warp and cotton weft (mulham): plain weave; gold leaf and ink,1000s–1100s,Jewellery,https://openaccess-cdn.clevelandart.org/1950.551/1950.551_web.jpg
CLE_98654,Cleveland Museum of Art,Kamānche (incomplete),Musical Instrument,"Wood, hide, and bone",1875–1900,Unclassified,https://openaccess-cdn.clevelandart.org/1918.353/1918.353_web.jpg
CLE_123394,Cleveland Museum of Art,The Flight into Egypt:  The Holy Family,Print,etching,ca. 1652–54,Unclassified,https://openaccess-cdn.clevelandart.org/1943.625.1/1943.625.1_web.jpg
CLE_119790,Cleveland Museum of Art,Jackal,Sculpture,"bronze, solid cast",664–30 BCE OR 664–330 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1940.614/1940.614_web.jpg
CLE_169901,Cleveland Museum of Art,"Egypt and Nubia, Volume III: Map to Illustrate the Sketches of David Roberts, Esq: R.A. in Egypt and Nubia 1849",Print,engraving,1849,Unclassified,https://openaccess-cdn.clevelandart.org/2012.143/2012.143_web.jpg
CLE_94686,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.10/1915.34.10_web.jpg
CLE_94687,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.11/1915.34.11_web.jpg
CLE_94696,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.2/1915.34.2_web.jpg
CLE_94703,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.26/1915.34.26_web.jpg
CLE_94704,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.27/1915.34.27_web.jpg
CLE_94749,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.68/1915.34.68_web.jpg
CLE_94762,Cleveland Museum of Art,Sickle Blade,Implements,flint,1980–1801 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1915.34.8/1915.34.8_web.jpg
CLE_130809,Cleveland Museum of Art,"Egypt and Nubia:  Volume I - No. 38, Ruins of Karnak",Print,color lithograph,1838,Unclassified,https://openaccess-cdn.clevelandart.org/1953.515/1953.515_web.jpg
CLE_169916,Cleveland Museum of Art,"Egypt and Nubia, Volume II: Ruins of Memnonium, Thebes",Print,color lithograph,1847,Unclassified,https://openaccess-cdn.clevelandart.org/2012.157/2012.157_web.jpg
CLE_94072,Cleveland Museum of Art,Ribbed Bowl (Tazza),Vessels,travertine,1391–1337 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.625/1914.625_web.jpg
CLE_143311,Cleveland Museum of Art,Punch-Marked Coin,Coins,silver,400–300 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1967.243/1967.243_web.jpg
CLE_93952,Cleveland Museum of Art,Long-Necked Flask with Strap Handle,Vessels,glass,1391–1353 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.539/1914.539_web.jpg
CLE_130821,Cleveland Museum of Art,"Egypt and Nubia:  Volume I - No. 3, Pyramids of Gizeh",Print,color lithograph,1838,Unclassified,https://openaccess-cdn.clevelandart.org/1953.526/1953.526_web.jpg
CLE_135568,Cleveland Museum of Art,Statuette of a Bull with Curved Horns,Sculpture,bronze,late 2000s BCE,Statuary,https://openaccess-cdn.clevelandart.org/1958.95/1958.95_web.jpg
CLE_94344,Cleveland Museum of Art,Vignette of the Book of the Dead of Bakenmut,Funerary Equipment,papyrus,1000–900 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1914.724/1914.724_web.jpg
CLE_130901,Cleveland Museum of Art,Rest on the Flight into Egypt,Print,drypoint,1909,Unclassified,https://openaccess-cdn.clevelandart.org/1953.597/1953.597_web.jpg
CLE_151056,Cleveland Museum of Art,Lions from a Tunic,Textile,tapestry weave with supplementary weft wrapping; undyed linen and dyed wool,c. 800s,Unclassified,https://openaccess-cdn.clevelandart.org/1982.83/1982.83_web.jpg
CLE_94026,Cleveland Museum of Art,Shawabty of Tabaketenkhonsu,Funerary Equipment,painted terracotta,1000–956 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.596/1914.596_web.jpg
CLE_94383,Cleveland Museum of Art,Eye of Horus Amulet,Amulets,turquoise faience,945–715 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.761/1914.761_web.jpg
CLE_94483,Cleveland Museum of Art,Shawabty of Herytwebkhet (Harweben),Funerary Equipment,turquoise faience with black decoration,1000–956 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.802/1914.802_web.jpg
CLE_151415,Cleveland Museum of Art,Fragment of a Roundel,Textile,Linen and wool: tapestry (originally inwoven in tabby ground),before 1968,Unclassified,https://openaccess-cdn.clevelandart.org/1983.250/1983.250_web.jpg
CLE_94012,Cleveland Museum of Art,Shawabty of Payefadjer,Funerary Equipment,turquoise faience with purple decoration,1000–956 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.583/1914.583_web.jpg
CLE_94379,Cleveland Museum of Art,Eye of Horus Amulet,Amulets,turquoise faience,945–715 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.758/1914.758_web.jpg
CLE_97017,Cleveland Museum of Art,Openwork Ring,Jewelry,turquoise faience,1069–715 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1916.662/1916.662_web.jpg
CLE_93993,Cleveland Museum of Art,Recumbent Calf Amulet,Amulets,carnelian,1540–1296 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.568/1914.568_web.jpg
CLE_94144,Cleveland Museum of Art,Seal Amulet,Amulets,steatite,2134–2124 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.688/1914.688_web.jpg
